epoch,lr,loss,iou,val_loss,val_iou,val_dice
79,0.0001,0.14617162850832846,0.85552228472316,0.17425083315900755,0.82926028678339,0.9049731909124628
80,0.0001,0.14780067842324268,0.8571454683590372,0.17740090642131592,0.8251572488881745,0.9024357019617438
81,0.0001,0.14636636272245393,0.8580177123970978,0.17680552461128934,0.8258192098398814,0.9028144871327478
82,0.0001,0.14583023326852607,0.8584564516110907,0.1751235711723853,0.8267745418306778,0.9035109988342336
83,0.0001,0.1435082400627578,0.8602842295736576,0.17672604712907058,0.8268628134726576,0.9034226417272299
84,0.0001,0.1449277149261655,0.8566715641724149,0.17775464221576734,0.8254446729152598,0.9026151090805713
85,0.0001,0.14254801892981106,0.8605310582074713,0.17685553586551908,0.8263170557275361,0.9029885555383755
86,0.0001,0.1411246968339769,0.859844083284803,0.17601045796751746,0.8292899648052552,0.9049181331989485
87,0.0001,0.144344705628037,0.859463689634456,0.17506326221087534,0.8281470916448864,0.9043987678022246
88,0.0001,0.14156069797841278,0.8620443084105373,0.17838381535170855,0.8260264024790243,0.9028749548544736
89,0.0001,0.14038208601672678,0.8614517428138443,0.17743416463593756,0.8256357531736456,0.9024994958588597
90,0.0001,0.14439196864495407,0.8603860249418728,0.1778054601424921,0.8254187579783027,0.9026145509835958
91,0.0001,0.14126868616487528,0.8626076508243776,0.17567793088956146,0.8285433324657969,0.9045069320413822
92,0.0001,0.14023736484607674,0.8609195163661175,0.1791628150122244,0.8236504066946142,0.9012852214234196
93,0.0001,0.13863807490893773,0.8653592887479807,0.1761178957991058,0.8267969101757854,0.9033838730215792
94,0.0001,0.13885401744524944,0.8641432402919073,0.1802763996326395,0.8236876333014104,0.9013990693511363
95,0.0001,0.13687238436638158,0.8668217519024963,0.17745879166158407,0.826594368690346,0.9031099711754615
96,0.0001,0.13827939173314563,0.8638043032406396,0.17882910011935554,0.8246726931741414,0.9020583597861133
97,0.0001,0.14082958278853921,0.8634055084704407,0.17507161179948635,0.8282239734408167,0.9043974744729116
98,0.0001,0.1356253939389492,0.8666200936756181,0.17718902103933065,0.8274197005078424,0.9037830717274632
99,0.0001,0.137388109096459,0.8666313007522497,0.17548963315569596,0.8285604248875702,0.9044064544865823
